id,rank,discipline,yrs.since.phd,yrs.service,sex,salary
6028,AsstProf,A,1,10,Female,137480
6029,AsstProf,A,7,13,Female,128680
6030,AsstProf,B,14,18,Male,195017
6031,AssocProf,B,3,11,Female,149143
6032,AssocProf,A,19,15,Female,66617
6033,AssocProf,A,4,11,Male,161902
6034,AsstProf,B,0,3,Male,95606
6035,AsstProf,A,10,13,Male,113523
6036,AsstProf,A,19,10,Female,114173
6037,AssocProf,A,7,1,Male,105113
6038,AsstProf,A,1,13,Female,105843
6039,AsstProf,A,16,2,Male,51520
6040,AsstProf,A,16,3,Female,64057
6041,AssocProf,B,16,4,Female,179561
6042,Prof,B,8,10,Male,150772
6043,Prof,B,0,13,Female,134828
6044,AssocProf,B,10,4,Male,208801
6045,AsstProf,B,11,3,Female,74141
6046,Prof,A,13,2,Male,151073
6047,Prof,B,6,1,Male,111711
6048,AssocProf,A,11,14,Male,63287
6049,AssocProf,B,2,5,Male,226597
6050,Prof,A,5,0,Male,132927
6051,Prof,B,7,10,Male,201132
6052,Prof,B,12,19,Male,232077
6053,Prof,A,4,3,Male,52640
6054,AssocProf,A,7,14,Female,191815
6055,Prof,B,18,8,Female,238003
6056,AssocProf,A,17,3,Female,222159
6057,Prof,A,8,1,Female,65776
6058,AssocProf,A,8,0,Female,159820
6059,Prof,A,8,1,Female,67211
6060,AssocProf,B,2,10,Male,171664
6061,AsstProf,A,16,2,Male,82528
6062,Prof,A,18,5,Male,117409
6063,AssocProf,A,10,8,Male,59886
6064,Prof,A,19,0,Male,75135
6065,AssocProf,A,11,17,Male,146928
6066,AsstProf,A,11,6,Female,209271
6067,AssocProf,B,8,7,Female,115370
6068,AsstProf,A,16,1,Male,225840
6069,AssocProf,A,10,4,Female,181953
6070,Prof,B,9,7,Male,166311
6071,AssocProf,B,7,17,Female,64525
6072,Prof,B,13,15,Male,228885
6073,AssocProf,A,14,1,Female,176996
6074,Prof,B,7,10,Female,73565
6075,AsstProf,A,8,19,Female,232401
6076,Prof,B,8,3,Female,144694
6077,AsstProf,B,16,8,Male,161265
6078,AsstProf,B,6,15,Male,216560
6079,AsstProf,B,2,19,Female,91349
6080,Prof,A,16,12,Male,83812
6081,Prof,A,6,15,Female,154600
6082,Prof,B,19,17,Female,218374
6083,AssocProf,B,3,6,Female,71758
6084,AsstProf,B,11,5,Female,140055
6085,AsstProf,A,14,11,Female,108778
6086,AssocProf,A,6,13,Male,144626
6087,AssocProf,A,3,9,Female,50580
6088,AsstProf,B,9,19,Male,230707
6089,AssocProf,B,13,17,Male,148201
6090,AssocProf,B,2,3,Male,200870
6091,AsstProf,B,11,5,Male,90208
6092,Prof,B,1,10,Male,238603
6093,AsstProf,B,17,16,Male,150569
6094,AsstProf,A,17,18,Female,116058
6095,AssocProf,A,0,11,Male,183168
6096,AsstProf,B,13,12,Female,166156
6097,Prof,B,9,1,Male,149793
6098,AsstProf,B,9,16,Female,145545
6099,Prof,B,16,14,Male,238631
6100,AsstProf,B,4,17,Female,195643
6101,Prof,B,3,17,Male,74398
6102,AsstProf,B,7,12,Female,65249
6103,AsstProf,A,2,10,Male,63826
6104,Prof,B,17,13,Female,214223
6105,AssocProf,B,14,3,Male,53003
6106,Prof,A,16,15,Female,71584
6107,AsstProf,B,15,6,Female,101085
6108,AssocProf,A,19,3,Female,54727
6109,AssocProf,B,5,3,Female,174904
6110,AssocProf,B,13,18,Male,64488
6111,Prof,A,5,2,Female,51004
6112,Prof,B,1,16,Male,205035
6113,Prof,A,4,14,Male,56926
6114,AsstProf,A,19,5,Male,238445
6115,AsstProf,A,2,7,Male,228336
6116,Prof,B,18,17,Male,232395
6117,AsstProf,A,13,5,Male,83395
6118,AssocProf,B,2,4,Male,186139
6119,AsstProf,A,6,3,Male,157551
6120,AssocProf,B,6,4,Male,105057
6121,Prof,A,17,2,Male,206472
6122,AsstProf,A,9,14,Female,139171
6123,Prof,A,7,3,Male,198346
6124,AssocProf,B,11,12,Female,214304
6125,AssocProf,A,19,12,Female,235089
6126,Prof,A,10,16,Male,103676
6127,Prof,A,19,7,Male,62618
6128,AssocProf,A,18,18,Male,236077
6129,Prof,B,7,9,Male,106236
6130,AssocProf,B,10,9,Female,228086
6131,AsstProf,B,1,2,Female,135811
6132,AssocProf,B,10,5,Female,162115
6133,Prof,B,4,4,Male,109944
6134,AsstProf,B,14,2,Female,129861
6135,AssocProf,B,17,3,Male,183058
6136,AssocProf,B,14,2,Male,176625
6137,AsstProf,B,7,5,Male,238272
6138,AsstProf,A,12,5,Male,206794
6139,AsstProf,A,5,19,Female,235333
6140,AssocProf,B,13,14,Male,69854
6141,Prof,B,16,3,Male,221689
6142,AsstProf,A,4,15,Male,136044
6143,AssocProf,B,0,11,Female,184645
6144,Prof,A,17,18,Female,214057
6145,AssocProf,A,12,9,Female,215334
6146,AsstProf,B,1,1,Male,51470
6147,AsstProf,A,2,0,Male,211756
6148,Prof,B,11,12,Male,52631
6149,AssocProf,B,3,6,Female,50671
6150,AsstProf,B,2,15,Female,107161
6151,Prof,A,10,8,Female,188504
6152,Prof,A,1,3,Male,208921
6153,AsstProf,A,18,8,Female,185323
6154,AssocProf,B,11,17,Female,177466
6155,AsstProf,A,11,19,Male,72823
6156,AssocProf,A,0,2,Female,222906
6157,AsstProf,B,17,9,Female,62430
6158,AssocProf,A,13,19,Female,63154
6159,AssocProf,B,8,13,Female,78235
6160,AsstProf,A,1,12,Male,151085
6161,AsstProf,A,2,8,Male,170893
6162,Prof,B,17,16,Female,86706
6163,Prof,B,11,1,Male,222098
6164,Prof,A,2,6,Male,131059
6165,AssocProf,B,0,13,Female,77255
6166,AsstProf,A,1,17,Male,144669
6167,Prof,A,7,13,Female,118414
6168,Prof,A,14,6,Female,59259
6169,Prof,B,6,17,Male,107865
6170,Prof,A,3,1,Male,126818
6171,AssocProf,A,0,8,Female,197132
6172,AsstProf,B,15,19,Female,156506
6173,Prof,B,14,8,Male,186045
6174,AsstProf,A,8,7,Female,62035
6175,AsstProf,A,1,2,Female,75660
6176,AssocProf,A,18,11,Female,140045
6177,AssocProf,B,5,15,Male,122829
6178,AssocProf,B,11,2,Female,100590
6179,Prof,B,1,7,Female,226093
6180,Prof,A,15,18,Female,133738
6181,Prof,A,3,2,Male,95677
6182,AssocProf,A,7,4,Female,232010
6183,Prof,B,16,7,Female,78360
6184,AssocProf,B,8,0,Male,130060
6185,AsstProf,A,13,16,Female,75292
6186,Prof,B,6,18,Male,171674
6187,AsstProf,B,4,0,Male,64991
6188,Prof,B,4,17,Female,106807
6189,Prof,A,7,15,Female,105150
6190,AssocProf,B,15,6,Male,107191
6191,AssocProf,A,9,15,Male,188576
6192,Prof,A,8,8,Male,227131
6193,AssocProf,B,18,15,Male,86686
6194,AsstProf,B,17,9,Male,179381
6195,Prof,A,11,17,Male,85849
6196,Prof,A,9,2,Female,181017
6197,Prof,A,10,6,Female,173419
6198,AsstProf,A,1,7,Female,141024
6199,AssocProf,A,4,16,Female,190927
6200,Prof,A,15,9,Female,100003
6201,Prof,A,15,2,Male,80778
6202,Prof,B,14,17,Female,149212
6203,AssocProf,A,18,6,Male,62416
6204,Prof,B,7,9,Female,228567
6205,AsstProf,B,4,12,Female,96439
6206,AsstProf,B,14,18,Female,136666
6207,Prof,A,12,9,Female,93943
6208,Prof,B,12,14,Female,179826
6209,AsstProf,B,5,7,Male,92865
6210,AssocProf,B,5,6,Female,198363
6211,AsstProf,B,9,7,Male,238476
6212,AsstProf,A,16,19,Male,210834
6213,AsstProf,B,5,5,Female,120214
6214,Prof,A,17,10,Female,115438
6215,AssocProf,A,11,5,Female,88128
6216,AssocProf,A,15,2,Female,145572
6217,AssocProf,B,15,8,Male,216581
6218,AssocProf,B,10,18,Male,115075
6219,AsstProf,B,16,14,Female,210857
6220,AsstProf,A,16,2,Female,88291
6221,AssocProf,B,2,5,Female,81834
6222,AssocProf,A,16,3,Male,143712
6223,Prof,B,5,4,Female,168008
6224,AsstProf,B,0,0,Female,116125
6225,Prof,A,3,1,Female,183757
6226,Prof,B,7,1,Female,157683
6227,AssocProf,B,17,1,Female,140953
6228,AsstProf,B,12,8,Male,109327
6229,AsstProf,B,0,12,Male,204566
6230,Prof,A,16,14,Male,119335
6231,Prof,B,7,8,Female,231364
6232,Prof,B,11,13,Female,99797
6233,Prof,A,5,8,Male,111836
6234,AsstProf,A,15,3,Male,119034
6235,AsstProf,A,1,11,Female,190707
6236,AsstProf,B,14,1,Female,87988
6237,AssocProf,A,18,2,Female,82289
6238,AsstProf,A,1,3,Female,216479
6239,AssocProf,B,3,15,Male,198723
6240,AsstProf,A,6,12,Male,82382
6241,AssocProf,A,11,7,Male,140204
6242,AsstProf,B,8,4,Male,232542
6243,Prof,A,8,13,Male,89388
6244,AssocProf,A,11,19,Female,104728
6245,AsstProf,A,7,19,Male,205356
6246,Prof,B,12,5,Female,79695
6247,AsstProf,B,18,16,Female,144201
6248,AsstProf,B,15,1,Female,160697
6249,Prof,B,17,10,Female,228203
6250,Prof,A,13,3,Male,126599
6251,AssocProf,B,17,1,Male,152603
6252,AsstProf,A,4,0,Male,193460
6253,AssocProf,A,0,11,Male,91134
6254,Prof,A,18,1,Female,167837
6255,AsstProf,A,8,5,Female,155234
6256,AssocProf,B,14,1,Female,215913
6257,Prof,B,2,7,Female,71071
6258,AssocProf,B,19,8,Female,91748
6259,AsstProf,A,14,14,Male,160502
6260,AsstProf,B,10,16,Female,115923
6261,Prof,A,15,12,Female,167678
6262,Prof,A,14,13,Female,51774
6263,Prof,A,17,19,Female,183435
6264,AsstProf,B,14,16,Male,140979
6265,AsstProf,A,3,10,Female,77688
6266,AssocProf,A,13,15,Female,176646
6267,Prof,B,6,15,Male,195648
6268,AssocProf,B,12,12,Male,117013
6269,AsstProf,B,16,10,Female,79852
6270,AsstProf,A,3,6,Female,77824
6271,AssocProf,B,10,10,Female,217094
6272,AssocProf,A,13,14,Female,168968
6273,AssocProf,A,9,15,Male,233600
6274,AsstProf,A,15,10,Female,198730
6275,AsstProf,A,17,10,Male,62854
6276,AsstProf,A,16,12,Male,72938
6277,Prof,B,0,0,Female,97944
6278,AssocProf,A,11,5,Male,229820
6279,AssocProf,B,10,15,Male,168407
6280,AssocProf,B,2,6,Female,60588
6281,AssocProf,B,7,3,Female,194825
6282,Prof,B,7,12,Male,174543
6283,AsstProf,A,3,6,Male,71814
6284,AsstProf,A,17,12,Female,107163
6285,AssocProf,A,1,7,Female,61012
6286,AsstProf,B,17,8,Female,173076
6287,AssocProf,A,19,0,Male,191964
6288,AssocProf,A,12,19,Male,168574
6289,AssocProf,A,8,16,Male,93988
6290,AsstProf,A,10,9,Female,93528
6291,AssocProf,A,14,14,Female,106320
6292,Prof,B,16,7,Female,173779
6293,AsstProf,B,18,4,Female,203139
6294,AsstProf,A,2,12,Female,199929
6295,Prof,B,12,15,Female,115819
6296,Prof,A,0,15,Female,94836
6297,Prof,B,4,15,Male,170067
6298,AssocProf,A,3,19,Male,75195
6299,AsstProf,A,10,14,Male,158736
6300,AssocProf,B,11,7,Male,230621
6301,AsstProf,B,2,8,Female,88020
6302,Prof,B,7,13,Female,184968
6303,Prof,A,19,0,Female,224589
6304,AssocProf,A,11,16,Female,124261
6305,Prof,A,12,14,Male,140635
6306,Prof,A,13,12,Male,55028
6307,AsstProf,A,16,1,Female,180832
6308,AsstProf,B,9,12,Male,196655
6309,AsstProf,B,6,2,Male,186975
6310,AsstProf,B,2,14,Female,50750
6311,AssocProf,B,9,3,Female,136405
6312,Prof,A,14,5,Female,193460
6313,AssocProf,B,11,7,Male,172164
6314,AssocProf,A,2,18,Female,72353
6315,Prof,A,2,12,Female,97346
6316,AssocProf,A,1,8,Male,134691
6317,AssocProf,A,5,3,Male,212515
6318,AssocProf,B,3,7,Male,198738
6319,Prof,A,7,6,Female,157659
6320,AsstProf,A,0,0,Female,165387
6321,AsstProf,B,2,5,Male,99451
6322,AsstProf,A,9,1,Male,63802
6323,AssocProf,A,2,8,Male,159194
6324,Prof,A,16,9,Male,219778
6325,AssocProf,A,13,16,Female,159399
6326,Prof,A,12,5,Female,57418
6327,Prof,B,15,17,Female,151312
6328,Prof,A,8,4,Female,132077
6329,AssocProf,A,8,18,Male,103834
6330,AssocProf,B,15,15,Female,170445
6331,AssocProf,B,8,3,Female,119541
6332,Prof,A,17,11,Male,152679
6333,Prof,A,6,17,Female,146431
6334,Prof,B,5,2,Female,217562
6335,AssocProf,A,8,11,Male,215973
6336,AssocProf,A,2,11,Male,57222
6337,Prof,A,15,2,Male,127426
6338,AsstProf,A,2,6,Female,163316
6339,AssocProf,A,10,0,Female,237310
6340,AsstProf,A,0,12,Female,190921
6341,AsstProf,B,18,5,Female,101467
6342,AssocProf,A,0,15,Male,91217
6343,AssocProf,B,2,18,Female,178455
6344,Prof,A,3,15,Male,127688
6345,AsstProf,B,16,5,Male,168714
6346,AsstProf,A,11,19,Female,184079
6347,AsstProf,A,1,7,Female,55055
6348,AssocProf,A,18,17,Male,168681
6349,AsstProf,B,11,18,Male,136654
6350,Prof,B,19,16,Male,134061
6351,Prof,B,4,6,Female,147680
6352,AsstProf,B,11,17,Male,220484
6353,AsstProf,B,2,4,Female,128565
6354,Prof,B,14,17,Male,189145
6355,AsstProf,A,5,5,Male,178574
6356,Prof,A,7,9,Female,116925
6357,AsstProf,A,2,3,Male,99310
6358,Prof,A,3,14,Male,168269
6359,AsstProf,A,9,10,Female,233095
6360,AssocProf,B,11,0,Male,182346
6361,AssocProf,A,15,2,Male,75033
6362,AssocProf,A,13,1,Female,87933
6363,Prof,B,0,4,Female,188840
6364,Prof,A,5,6,Female,193296
6365,AsstProf,A,8,8,Female,213714
6366,AsstProf,A,2,8,Male,112282
6367,AssocProf,A,5,4,Female,139471
6368,AsstProf,B,10,16,Female,92456
6369,AsstProf,B,8,19,Female,115290
6370,AssocProf,B,19,4,Female,228779
6371,AssocProf,A,16,13,Male,87250
6372,Prof,B,0,5,Female,148981
6373,AssocProf,A,6,0,Male,236383
6374,Prof,A,2,15,Female,86676
6375,Prof,A,12,17,Male,54247
6376,AssocProf,B,8,14,Female,90219
6377,AsstProf,B,19,8,Male,89569
6378,AssocProf,B,11,4,Male,196687
6379,Prof,B,16,9,Male,122502
6380,AsstProf,B,13,4,Male,52274
6381,Prof,B,18,8,Male,163952
6382,AssocProf,A,12,15,Male,161787
6383,AsstProf,A,2,6,Male,104136
6384,AsstProf,A,18,2,Male,59129
6385,AsstProf,B,12,10,Male,82940
6386,Prof,A,3,5,Female,148352
6387,AsstProf,A,4,6,Female,200364
6388,AssocProf,B,15,8,Male,162285
6389,Prof,A,12,3,Male,150039
6390,AsstProf,A,1,10,Female,55074
6391,AssocProf,A,19,15,Male,142659
6392,AssocProf,A,7,5,Male,104759
6393,Prof,A,8,18,Female,146186
6394,Prof,A,6,15,Female,174295
6395,AssocProf,A,2,13,Female,105911
6396,Prof,B,10,16,Male,176201
6397,AsstProf,A,16,9,Female,222582
6398,Prof,B,15,11,Male,101402
6399,AssocProf,A,4,3,Female,66901
6400,AsstProf,A,4,5,Male,54942
6401,AsstProf,B,17,0,Female,196713
6402,AssocProf,B,0,14,Male,117953
6403,Prof,B,4,6,Female,113222
6404,AssocProf,A,0,0,Female,139540
6405,Prof,A,9,4,Male,204475
6406,Prof,A,14,8,Female,64660
6407,AssocProf,B,1,2,Female,78477
6408,AssocProf,B,15,5,Female,84365
6409,AsstProf,A,1,14,Female,117877
6410,AssocProf,A,3,7,Female,188217
6411,AssocProf,B,3,18,Male,179746
6412,AsstProf,A,5,1,Male,65452
6413,Prof,A,7,1,Male,218951
6414,AsstProf,A,15,14,Male,186717
6415,Prof,A,17,12,Male,56499
6416,AsstProf,B,0,0,Male,122545
6417,AsstProf,B,10,10,Male,77690
6418,AssocProf,A,6,7,Male,82353
6419,AsstProf,B,2,17,Female,125295
6420,AsstProf,A,2,17,Male,133771
6421,Prof,B,4,17,Male,211655
6422,AssocProf,A,14,9,Female,60443
6423,Prof,B,2,9,Male,114919
6424,AsstProf,B,4,15,Male,55953
6425,AssocProf,B,4,1,Male,188898
6426,AssocProf,B,14,3,Male,194385
6427,Prof,A,4,17,Male,113921
6428,AsstProf,A,5,10,Male,218039
6429,AssocProf,B,2,19,Male,133824
6430,AssocProf,A,11,14,Female,53245
6431,AsstProf,A,13,16,Female,173416
6432,AsstProf,A,2,3,Female,211662
6433,Prof,B,11,15,Female,225185
6434,AssocProf,A,6,4,Female,91380
6435,AsstProf,B,1,0,Female,138021
6436,AsstProf,A,17,14,Male,187981
6437,AssocProf,B,2,14,Female,182519
6438,AssocProf,B,2,10,Female,217455
6439,Prof,B,8,4,Female,136045
6440,Prof,A,11,1,Male,217044
6441,AsstProf,B,14,0,Female,63185
6442,Prof,B,19,3,Male,183276
6443,AsstProf,B,0,10,Female,129028
6444,Prof,A,2,12,Male,190683
6445,AsstProf,B,10,8,Male,214336
6446,AssocProf,A,6,7,Male,106258
6447,Prof,B,4,10,Male,80226
6448,AsstProf,B,15,9,Male,127024
6449,AsstProf,A,3,7,Male,81639
6450,AsstProf,A,18,9,Female,199696
6451,Prof,B,12,2,Female,213138
6452,AsstProf,A,15,3,Male,185870
6453,Prof,A,17,12,Female,193932
6454,AssocProf,A,17,16,Male,156077
6455,Prof,B,6,6,Female,225741
6456,AssocProf,B,18,9,Male,144206
6457,AssocProf,B,10,16,Female,201948
6458,AssocProf,A,2,6,Male,129312
6459,Prof,B,6,14,Male,178775
6460,AsstProf,B,10,11,Male,72870
6461,AsstProf,A,13,19,Female,163165
6462,Prof,B,4,15,Female,61817
6463,Prof,A,15,2,Female,65610
6464,AssocProf,A,19,18,Female,101753
6465,Prof,B,16,18,Male,167046
6466,AssocProf,A,1,14,Male,212829
6467,AsstProf,A,6,0,Female,70370
6468,AssocProf,B,9,11,Female,161089
6469,Prof,A,10,19,Male,110727
6470,AsstProf,A,9,5,Male,82334
6471,AsstProf,A,14,2,Male,184508
6472,Prof,B,19,2,Male,95782
6473,AssocProf,B,11,18,Male,84504
6474,Prof,A,9,8,Male,74762
6475,Prof,A,10,5,Female,214180
6476,AssocProf,B,12,12,Male,180498
6477,Prof,B,7,18,Male,191430
6478,Prof,A,14,17,Female,145283
6479,AsstProf,A,4,14,Male,207703
6480,AsstProf,B,4,14,Female,79975
6481,AssocProf,B,5,3,Male,216407
6482,AsstProf,A,3,8,Female,135772
6483,AssocProf,B,7,1,Male,157190
6484,Prof,B,3,0,Male,220552
6485,AsstProf,B,6,10,Female,101461
6486,Prof,A,15,3,Female,138543
6487,AssocProf,B,19,10,Male,54472
6488,AsstProf,B,14,13,Male,102920
6489,AsstProf,A,10,1,Female,59147
6490,Prof,B,2,16,Female,191243
6491,AsstProf,A,11,12,Female,215802
6492,Prof,A,1,11,Male,231601
6493,AsstProf,A,4,5,Female,158261
6494,AssocProf,A,0,19,Male,210765
6495,AsstProf,B,8,18,Female,169647
6496,AsstProf,A,10,7,Female,219193
6497,Prof,A,10,5,Male,125402
6498,AssocProf,A,0,19,Male,204738
6499,AssocProf,B,4,1,Male,177547
6500,Prof,A,1,11,Male,138619
6501,AssocProf,B,13,16,Female,56166
6502,AssocProf,A,11,15,Female,147046
6503,Prof,A,17,11,Female,223016
6504,AsstProf,A,2,2,Male,104099
6505,AsstProf,A,1,4,Female,155164
6506,Prof,A,18,2,Male,208364
6507,AssocProf,A,7,0,Female,99604
6508,Prof,B,3,12,Male,188927
6509,AsstProf,A,13,14,Female,215225
6510,Prof,A,11,9,Female,231663
6511,AsstProf,A,14,15,Male,228584
6512,Prof,A,3,14,Female,55559
6513,AsstProf,B,7,8,Female,51097
6514,AsstProf,B,0,16,Male,137089
6515,AssocProf,A,7,1,Female,89741
6516,AssocProf,B,16,17,Female,207582
6517,AssocProf,B,10,8,Female,174915
6518,Prof,A,13,12,Female,172131
6519,AsstProf,B,17,15,Male,187187
6520,AssocProf,B,4,13,Male,185059
6521,AssocProf,A,2,12,Male,147911
6522,AssocProf,B,2,11,Male,140224
6523,AsstProf,B,1,4,Male,69009
6524,AsstProf,B,16,14,Female,147561
6525,AssocProf,B,2,13,Female,66086
6526,Prof,A,10,9,Male,233369
6527,Prof,A,16,3,Male,238613
6528,AssocProf,A,10,12,Female,157149
6529,AsstProf,A,8,0,Female,90009
6530,AssocProf,A,18,15,Male,224947
6531,Prof,B,3,18,Female,204642
6532,Prof,B,4,1,Male,112595
6533,Prof,B,18,11,Female,225718
6534,Prof,A,5,17,Female,90688
6535,Prof,A,11,6,Female,187959
6536,Prof,A,13,15,Female,193669
6537,Prof,B,12,3,Female,214672
6538,AssocProf,B,7,17,Female,164996
6539,AsstProf,A,19,8,Male,238034
6540,AssocProf,B,3,16,Male,105360
6541,AssocProf,B,6,9,Male,206339
6542,AssocProf,A,13,15,Male,94684
6543,AssocProf,B,1,6,Male,205397
6544,AsstProf,A,10,4,Female,227842
6545,AsstProf,B,17,11,Male,210473
6546,AssocProf,B,15,9,Male,65031
6547,AssocProf,A,19,15,Female,63995
6548,AsstProf,B,9,15,Female,191817
6549,AsstProf,B,6,19,Male,154508
6550,AssocProf,A,10,13,Female,178005
6551,Prof,B,6,18,Male,202600
6552,AssocProf,B,13,12,Female,235832
6553,Prof,B,16,19,Male,182446
6554,AsstProf,A,7,4,Male,211602
6555,AssocProf,A,10,5,Male,113383
6556,AsstProf,A,18,1,Male,130495
6557,AssocProf,B,2,17,Male,154527
6558,Prof,A,3,6,Male,188135
6559,Prof,B,17,4,Female,164570
6560,Prof,A,11,19,Female,232058
6561,AsstProf,B,8,16,Male,83795
6562,AssocProf,A,0,6,Male,153512
6563,AsstProf,A,14,12,Male,192582
6564,Prof,B,9,13,Female,51778
6565,AsstProf,A,16,8,Male,92977
6566,AsstProf,B,14,5,Female,112825
6567,Prof,B,2,6,Female,96905
6568,AssocProf,B,11,1,Female,58748
6569,AsstProf,B,2,4,Female,109334
6570,AsstProf,A,5,19,Female,210310
6571,AsstProf,A,12,1,Female,182276
6572,AsstProf,B,16,2,Female,67227
6573,Prof,A,3,4,Female,189814
6574,AssocProf,B,7,9,Male,75407
6575,AssocProf,B,18,10,Female,50288
6576,AssocProf,A,9,0,Male,167868
6577,Prof,B,17,1,Female,219616
6578,AsstProf,A,1,18,Female,112002
6579,AsstProf,B,16,14,Female,51666
6580,Prof,B,16,12,Male,58149
6581,AssocProf,B,12,9,Female,106484
6582,AsstProf,B,8,5,Female,218008
6583,AssocProf,B,18,15,Male,199140
6584,AsstProf,B,13,8,Female,58215
6585,AsstProf,A,12,17,Female,113751
6586,Prof,B,9,18,Female,64488
6587,AssocProf,A,7,2,Male,146612
6588,Prof,B,2,8,Male,75990
6589,Prof,A,12,4,Female,153868
6590,AssocProf,B,0,5,Male,151617
6591,AssocProf,B,8,19,Female,161143
6592,AsstProf,A,5,2,Female,85269
6593,AsstProf,B,8,1,Male,171403
6594,Prof,A,1,18,Female,74173
6595,AssocProf,A,11,5,Female,98277
6596,AsstProf,A,13,6,Female,103241
6597,Prof,B,6,16,Female,199687
6598,Prof,A,8,5,Female,87697
6599,AsstProf,A,9,9,Female,111105
6600,AssocProf,B,15,13,Female,95517
6601,AsstProf,A,3,19,Male,54740
6602,AsstProf,A,7,14,Male,213226
6603,Prof,B,16,7,Female,215591
6604,Prof,B,1,9,Male,175193
6605,AsstProf,A,3,2,Male,114787
6606,AssocProf,B,0,1,Female,172890
6607,AsstProf,A,4,6,Male,174075
6608,AsstProf,B,3,14,Female,100316
6609,AsstProf,A,2,17,Male,197592
6610,AssocProf,B,1,16,Female,84832
6611,AsstProf,A,12,6,Male,103839
6612,AsstProf,B,14,1,Female,69129
6613,AsstProf,A,0,17,Female,161702
6614,AssocProf,B,1,13,Male,193702
6615,AsstProf,B,18,1,Male,58826
6616,AssocProf,A,6,16,Male,147139
6617,AsstProf,B,0,11,Male,193256
6618,Prof,A,5,10,Male,121435
6619,AsstProf,B,10,17,Male,172875
6620,AsstProf,A,9,2,Female,51460
6621,AsstProf,A,10,0,Female,179459
6622,Prof,B,1,17,Male,186716
6623,AsstProf,A,17,4,Male,211923
6624,AssocProf,B,19,5,Female,50438
6625,AssocProf,B,5,17,Male,120295
6626,AssocProf,A,10,2,Male,134292
6627,AsstProf,A,12,7,Male,156127
6628,AssocProf,B,18,13,Male,71079
6629,Prof,A,0,13,Female,66486
6630,Prof,A,18,3,Male,89571
6631,AsstProf,B,0,3,Male,210525
6632,AssocProf,B,8,19,Male,196669
6633,AsstProf,A,15,18,Male,141405
6634,AsstProf,A,16,8,Male,178293
6635,Prof,B,12,17,Male,144488
6636,AsstProf,A,9,15,Male,67520
6637,AssocProf,A,1,3,Female,149200
6638,Prof,B,4,17,Male,217116
6639,AssocProf,A,10,9,Male,215191
6640,AsstProf,A,2,6,Female,163601
6641,AssocProf,A,18,12,Female,145619
6642,AssocProf,B,3,19,Female,226526
6643,AssocProf,A,17,3,Male,172215
6644,AsstProf,A,10,16,Male,141758
6645,AsstProf,B,3,17,Female,218987
6646,AssocProf,A,18,0,Male,170734
6647,AsstProf,B,11,19,Female,142152
6648,Prof,B,14,18,Female,195337
6649,AssocProf,A,15,8,Female,237242
6650,Prof,B,1,9,Female,123103
6651,AsstProf,B,1,12,Female,52447
6652,AsstProf,A,13,7,Male,139677
6653,AsstProf,B,8,11,Male,63546
6654,AsstProf,B,3,7,Female,183063
6655,AsstProf,B,9,0,Male,230844
6656,Prof,B,1,13,Male,176519
6657,AssocProf,B,11,17,Female,87973
6658,Prof,B,6,17,Male,235731
6659,AsstProf,A,14,6,Male,228413
6660,Prof,A,7,5,Female,98673
6661,AsstProf,B,19,7,Male,234133
6662,AsstProf,B,9,11,Female,138298
6663,AssocProf,B,8,19,Male,106596
6664,AsstProf,A,1,4,Female,101979
6665,Prof,A,3,12,Male,94412
6666,AsstProf,B,8,3,Male,127414
6667,Prof,B,1,0,Female,80482
6668,AssocProf,B,11,17,Male,191763
6669,AsstProf,B,14,15,Male,119976
6670,AsstProf,A,18,4,Male,180081
6671,Prof,A,14,3,Male,236679
6672,AssocProf,A,5,11,Male,121478
6673,AssocProf,A,16,18,Male,153286
6674,AssocProf,A,5,9,Male,183437
6675,AssocProf,A,6,4,Female,87796
6676,AssocProf,A,11,8,Male,102068
6677,AssocProf,A,2,13,Female,87640
6678,Prof,A,8,10,Female,193771
6679,Prof,B,9,10,Female,202043
6680,AssocProf,B,9,8,Male,175352
6681,Prof,B,5,6,Female,103352
6682,Prof,B,17,13,Female,237890
6683,AsstProf,B,1,19,Female,88521
6684,AsstProf,A,19,3,Female,187038
6685,Prof,B,13,14,Male,77733
6686,AssocProf,A,12,19,Female,98653
6687,Prof,B,19,14,Female,63912
6688,Prof,A,16,6,Female,202161
6689,AssocProf,B,13,3,Female,188292
6690,AsstProf,B,10,0,Male,194561
6691,AssocProf,B,2,11,Female,50680
6692,Prof,A,17,19,Male,224841
6693,AsstProf,B,1,10,Female,223711
6694,AsstProf,B,11,17,Male,164754
6695,Prof,B,13,0,Female,214765
6696,AsstProf,A,2,7,Female,153664
6697,AsstProf,B,4,5,Female,148110
6698,AssocProf,A,10,17,Female,229551
6699,AsstProf,A,10,12,Male,200861
6700,AsstProf,B,16,19,Female,187980
6701,AsstProf,A,6,10,Male,70175
6702,AsstProf,A,17,14,Male,120891
6703,AssocProf,A,10,15,Female,105857
6704,AsstProf,B,6,19,Female,88043
6705,AssocProf,B,16,16,Male,193160
6706,Prof,B,13,18,Female,103771
6707,AssocProf,B,5,9,Female,92589
6708,AssocProf,A,11,16,Male,187731
6709,Prof,A,15,15,Female,203851
6710,AssocProf,A,5,12,Female,223865
6711,Prof,A,7,6,Female,223069
6712,Prof,B,7,5,Male,118434
6713,Prof,A,5,4,Male,205150
